Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-09-22T08:03:00.000000Z,#012796,Deduct,espresso,42,(g),v4wmcMSqkXs2mi9HaK8AhtGlXDIZY
2025-09-22T08:03:00.000000Z,#012796,Deduct,16oz cup,2,cup,v4wmcMSqkXs2mi9HaK8AhtGlXDIZY
2025-09-22T08:03:00.000000Z,#012796,Deduct,soy milk,2,(oz),v4wmcMSqkXs2mi9HaK8AhtGlXDIZY
2025-09-22T08:13:00.000000Z,#012797,Deduct,espresso,18,(g),hReTdzIXqBcNQwjZdGbYiVMYfpTZY
2025-09-22T08:13:00.000000Z,#012797,Deduct,16oz cup,1,cup,hReTdzIXqBcNQwjZdGbYiVMYfpTZY
2025-09-22T08:13:00.000000Z,#012797,Deduct,whole milk,8,(oz),hReTdzIXqBcNQwjZdGbYiVMYfpTZY
2025-09-22T08:15:00.000000Z,#012798,Deduct,espresso,18,(g),1h7QhLTMYsJi68S3UP9gCd84E8UZY
2025-09-22T08:15:00.000000Z,#012798,Deduct,16oz cup,1,cup,1h7QhLTMYsJi68S3UP9gCd84E8UZY
2025-09-22T08:15:00.000000Z,#012798,Deduct,oat milk,2,(oz),1h7QhLTMYsJi68S3UP9gCd84E8UZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,espresso,27,(g),7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,4oz cup,1,cup,7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,whole milk,1,(oz),7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,seasonal syrup,3,pump,7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,6oz cup,1,cup,7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,almond milk,3,(oz),7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:25:00.000000Z,#012799,Deduct,vanilla syrup,3,pump,7klzakGRxLKeYRBiu38NHkyXpJEZY
2025-09-22T08:27:00.000000Z,#012800,Deduct,espresso,18,(g),1NX9EehlNE18NQEtp2PXQxN7RL9YY
2025-09-22T08:27:00.000000Z,#012800,Deduct,16oz cup,1,cup,1NX9EehlNE18NQEtp2PXQxN7RL9YY
2025-09-22T08:27:00.000000Z,#012800,Deduct,soy milk,2,(oz),1NX9EehlNE18NQEtp2PXQxN7RL9YY
2025-09-22T08:36:00.000000Z,#012801,Deduct,espresso,18,(g),V9xWknDIh7rdnaqmFTMlPDrdDj9YY
2025-09-22T08:36:00.000000Z,#012801,Deduct,6oz cup,1,cup,V9xWknDIh7rdnaqmFTMlPDrdDj9YY
2025-09-22T08:36:00.000000Z,#012801,Deduct,whole milk,3,(oz),V9xWknDIh7rdnaqmFTMlPDrdDj9YY
2025-09-22T08:37:00.000000Z,#012802,Deduct,espresso,18,(g),HoqcXL2oMAsdUK4XGu2bn6dXzYDZY
2025-09-22T08:37:00.000000Z,#012802,Deduct,4oz cup,1,cup,HoqcXL2oMAsdUK4XGu2bn6dXzYDZY
2025-09-22T08:37:00.000000Z,#012802,Deduct,oat milk,2,(oz),HoqcXL2oMAsdUK4XGu2bn6dXzYDZY
2025-09-22T08:39:00.000000Z,#012803,Deduct,espresso,18,(g),LGICgMChZuETAkfg3HvInPNN4gdZY
2025-09-22T08:39:00.000000Z,#012803,Deduct,12oz cup,1,cup,LGICgMChZuETAkfg3HvInPNN4gdZY
2025-09-22T08:39:00.000000Z,#012803,Deduct,whole milk,2,(oz),LGICgMChZuETAkfg3HvInPNN4gdZY
2025-09-22T08:39:00.000000Z,#012803,Deduct,caramel syrup,3,pump,LGICgMChZuETAkfg3HvInPNN4gdZY
2025-09-22T08:43:00.000000Z,#012804,Deduct,espresso,15,(g),BNugXy6rQ26oFtySHxgkN8kLHfHZY
2025-09-22T08:43:00.000000Z,#012804,Deduct,16oz cup,1,cup,BNugXy6rQ26oFtySHxgkN8kLHfHZY
2025-09-22T08:43:00.000000Z,#012804,Deduct,whole milk,2,(oz),BNugXy6rQ26oFtySHxgkN8kLHfHZY
2025-09-22T08:46:00.000000Z,#012805,Deduct,espresso,18,(g),rw37oQ1dznTUskYFmFixYVxG9bQZY
2025-09-22T08:46:00.000000Z,#012805,Deduct,6oz cup,1,cup,rw37oQ1dznTUskYFmFixYVxG9bQZY
2025-09-22T08:46:00.000000Z,#012805,Deduct,almond milk,3,(oz),rw37oQ1dznTUskYFmFixYVxG9bQZY
2025-09-22T09:00:00.000000Z,#012806,Deduct,espresso,27,(g),HEClzC9SRFwX2io4z7nDCJcBBMVZY
2025-09-22T09:00:00.000000Z,#012806,Deduct,16oz cup,1,cup,HEClzC9SRFwX2io4z7nDCJcBBMVZY
2025-09-22T09:00:00.000000Z,#012806,Deduct,oat milk,2,(oz),HEClzC9SRFwX2io4z7nDCJcBBMVZY
2025-09-22T09:02:00.000000Z,#012807,Deduct,espresso,36,(g),99VNkNCqo2MLBjasrtqR2RgrrlOZY
2025-09-22T09:02:00.000000Z,#012807,Deduct,16oz cup,1,cup,99VNkNCqo2MLBjasrtqR2RgrrlOZY
2025-09-22T09:11:00.000000Z,#012808,Deduct,espresso,18,(g),hJytemr9B20bb0VcCR1LapPQG4TZY
2025-09-22T09:11:00.000000Z,#012808,Deduct,16oz cup,1,cup,hJytemr9B20bb0VcCR1LapPQG4TZY
2025-09-22T09:11:00.000000Z,#012808,Deduct,soy milk,2,(oz),hJytemr9B20bb0VcCR1LapPQG4TZY
2025-09-22T09:16:00.000000Z,#012809,Deduct,espresso,18,(g),tbUB96EfbhkdXYVhs68WClh7C5JZY
2025-09-22T09:16:00.000000Z,#012809,Deduct,16oz cup,1,cup,tbUB96EfbhkdXYVhs68WClh7C5JZY
2025-09-22T09:16:00.000000Z,#012809,Deduct,whole milk,4,(oz),tbUB96EfbhkdXYVhs68WClh7C5JZY
2025-09-22T09:16:00.000000Z,#012809,Deduct,vanilla syrup,3,pump,tbUB96EfbhkdXYVhs68WClh7C5JZY
2025-09-22T09:19:00.000000Z,#012810,Deduct,espresso,36,(g),9LG0hTM6Qqe6tAGE2I947RhE9SKZY
2025-09-22T09:19:00.000000Z,#012810,Deduct,4oz cup,1,cup,9LG0hTM6Qqe6tAGE2I947RhE9SKZY
2025-09-22T09:19:00.000000Z,#012810,Deduct,whole milk,1,(oz),9LG0hTM6Qqe6tAGE2I947RhE9SKZY
2025-09-22T09:19:00.000000Z,#012810,Deduct,6oz cup,1,cup,9LG0hTM6Qqe6tAGE2I947RhE9SKZY
2025-09-22T09:19:00.000000Z,#012810,Deduct,soy milk,3,(oz),9LG0hTM6Qqe6tAGE2I947RhE9SKZY
2025-09-22T09:19:00.000000Z,#012810,Deduct,caramel syrup,3,pump,9LG0hTM6Qqe6tAGE2I947RhE9SKZY
2025-09-22T09:24:00.000000Z,#012811,Deduct,espresso,24,(g),JjZZ5NQmwIrgkFeQ3iVZVHdEhfBZY
2025-09-22T09:24:00.000000Z,#012811,Deduct,16oz cup,2,cup,JjZZ5NQmwIrgkFeQ3iVZVHdEhfBZY
2025-09-22T09:24:00.000000Z,#012811,Deduct,whole milk,2,(oz),JjZZ5NQmwIrgkFeQ3iVZVHdEhfBZY
2025-09-22T09:26:00.000000Z,#012812,Deduct,espresso,36,(g),vG76vVY0tOcfOadRxZfmpCooJfQZY
2025-09-22T09:26:00.000000Z,#012812,Deduct,12oz cup,1,cup,vG76vVY0tOcfOadRxZfmpCooJfQZY
2025-09-22T09:26:00.000000Z,#012812,Deduct,oat milk,2,(oz),vG76vVY0tOcfOadRxZfmpCooJfQZY
2025-09-22T09:28:00.000000Z,#012813,Deduct,espresso,18,(g),rM5tsgpPr0EAjhVNm51Uh1iyx4VZY
2025-09-22T09:28:00.000000Z,#012813,Deduct,4oz cup,1,cup,rM5tsgpPr0EAjhVNm51Uh1iyx4VZY
2025-09-22T09:28:00.000000Z,#012813,Deduct,soy milk,2,(oz),rM5tsgpPr0EAjhVNm51Uh1iyx4VZY
2025-09-22T09:32:00.000000Z,#012814,Deduct,espresso,36,(g),B94Vp2RkPFNxluIJ8GjODmO42SaZY
2025-09-22T09:32:00.000000Z,#012814,Deduct,4oz cup,2,cup,B94Vp2RkPFNxluIJ8GjODmO42SaZY
2025-09-22T09:32:00.000000Z,#012814,Deduct,whole milk,2,(oz),B94Vp2RkPFNxluIJ8GjODmO42SaZY
2025-09-22T09:32:00.000000Z,#012815,Deduct,espresso,63,(g),74jJChepCrgypxpymhCOryJELEIZY
2025-09-22T09:32:00.000000Z,#012815,Deduct,16oz cup,2,cup,74jJChepCrgypxpymhCOryJELEIZY
2025-09-22T09:32:00.000000Z,#012815,Deduct,soy milk,10,(oz),74jJChepCrgypxpymhCOryJELEIZY
2025-09-22T09:34:00.000000Z,#012816,Deduct,espresso,27,(g),ng8FKYvUGojhz2vWpEnW3fb99D6YY
2025-09-22T09:34:00.000000Z,#012816,Deduct,16oz cup,1,cup,ng8FKYvUGojhz2vWpEnW3fb99D6YY
2025-09-22T09:34:00.000000Z,#012816,Deduct,whole milk,8,(oz),ng8FKYvUGojhz2vWpEnW3fb99D6YY
2025-09-22T09:37:00.000000Z,#012817,Deduct,espresso,63,(g),J5svsgHvgzZ49njUOX1xpnwSpaCZY
2025-09-22T09:37:00.000000Z,#012817,Deduct,12oz cup,1,cup,J5svsgHvgzZ49njUOX1xpnwSpaCZY
2025-09-22T09:37:00.000000Z,#012817,Deduct,chocolate syrup,7,pump,J5svsgHvgzZ49njUOX1xpnwSpaCZY
2025-09-22T09:37:00.000000Z,#012817,Deduct,almond milk,8,(oz),J5svsgHvgzZ49njUOX1xpnwSpaCZY
2025-09-22T09:37:00.000000Z,#012817,Deduct,16oz cup,1,cup,J5svsgHvgzZ49njUOX1xpnwSpaCZY
2025-09-22T09:37:00.000000Z,#012817,Deduct,whole milk,8,(oz),J5svsgHvgzZ49njUOX1xpnwSpaCZY
2025-09-22T09:41:00.000000Z,#012818,Deduct,espresso,27,(g),V3sDpW7Rs4GSQ8atF49KsF9RdCAZY
2025-09-22T09:41:00.000000Z,#012818,Deduct,16oz cup,1,cup,V3sDpW7Rs4GSQ8atF49KsF9RdCAZY
2025-09-22T09:41:00.000000Z,#012818,Deduct,almond milk,2,(oz),V3sDpW7Rs4GSQ8atF49KsF9RdCAZY
2025-09-22T09:44:00.000000Z,#012819,Deduct,espresso,45,(g),5LJzANFk41fxohikYbZXNLnzpp6YY
2025-09-22T09:44:00.000000Z,#012819,Deduct,4oz cup,2,cup,5LJzANFk41fxohikYbZXNLnzpp6YY
2025-09-22T09:44:00.000000Z,#012819,Deduct,soy milk,2,(oz),5LJzANFk41fxohikYbZXNLnzpp6YY
2025-09-22T09:51:00.000000Z,#012820,Deduct,espresso,27,(g),N3eVonVMCi0EfcKVk7dAHvCqrwQZY
2025-09-22T09:51:00.000000Z,#012820,Deduct,6oz cup,1,cup,N3eVonVMCi0EfcKVk7dAHvCqrwQZY
2025-09-22T09:51:00.000000Z,#012820,Deduct,whole milk,2,(oz),N3eVonVMCi0EfcKVk7dAHvCqrwQZY
2025-09-22T09:51:00.000000Z,#012820,Deduct,4oz cup,1,cup,N3eVonVMCi0EfcKVk7dAHvCqrwQZY
2025-09-22T09:51:00.000000Z,#012820,Deduct,oat milk,1,(oz),N3eVonVMCi0EfcKVk7dAHvCqrwQZY
2025-09-22T09:51:00.000000Z,#012820,Deduct,seasonal syrup,3,pump,N3eVonVMCi0EfcKVk7dAHvCqrwQZY
2025-09-22T09:56:00.000000Z,#012821,Deduct,espresso,54,(g),PwQc25fyVN9Vd20vdZhFx2L83gPZY
2025-09-22T09:56:00.000000Z,#012821,Deduct,16oz cup,1,cup,PwQc25fyVN9Vd20vdZhFx2L83gPZY
2025-09-22T09:56:00.000000Z,#012821,Deduct,chocolate syrup,4,pump,PwQc25fyVN9Vd20vdZhFx2L83gPZY
2025-09-22T09:56:00.000000Z,#012821,Deduct,soy milk,8,(oz),PwQc25fyVN9Vd20vdZhFx2L83gPZY
2025-09-22T09:56:00.000000Z,#012821,Deduct,4oz cup,1,cup,PwQc25fyVN9Vd20vdZhFx2L83gPZY
2025-09-22T09:56:00.000000Z,#012821,Deduct,oat milk,2,(oz),PwQc25fyVN9Vd20vdZhFx2L83gPZY
2025-09-22T10:00:00.000000Z,#012822,Deduct,espresso,27,(g),DOmqcH4z9kx2fcnsjagOToHPD8AZY
